Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,90.32195892897286,90.53030800673909,88.75929387957379,89.79159545898438,6378700,0.0,0.0
2016-01-05 00:00:00-05:00,90.33143823958409,90.75762362313277,89.41278738291356,89.96208190917969,4352500,0.0,0.0
2016-01-06 00:00:00-05:00,88.71892964013686,89.57300145396681,88.23496164567007,88.58607482910156,4370000,0.19,0.0
2016-01-07 00:00:00-05:00,86.88742927963567,87.65609758854896,86.05234080037161,86.96334838867188,6600000,0.0,0.0
2016-01-08 00:00:00-05:00,87.27651152645652,87.5327294759827,85.14133540024024,85.30265808105469,5912100,0.0,0.0
2016-01-11 00:00:00-05:00,85.64427474933252,86.45089527957231,84.73326726623354,85.95743560791016,5845600,0.0,0.0
2016-01-12 00:00:00-05:00,86.93486696301075,87.18160040884308,85.52090816813069,86.77354431152344,4441800,0.0,0.0
2016-01-13 00:00:00-05:00,87.37139685274995,87.4473159550981,84.22082650574254,84.63837432861328,4895000,0.0,0.0
2016-01-14 00:00:00-05:00,84.83767339850745,87.01080926470263,84.60992328625576,86.08081817626953,6235800,0.0,0.0
2016-01-15 00:00:00-05:00,83.59451433646062,84.72378758295943,83.33829638677383,84.18287658691406,6459800,0.0,0.0
2016-01-19 00:00:00-05:00,84.98947714647039,85.16029148590901,81.12718197587151,81.81993103027344,10175200,0.0,0.0
2016-01-20 00:00:00-05:00,80.38700378491934,81.57321268371707,79.25773059644965,80.78556823730469,11672100,0.0,0.0
2016-01-21 00:00:00-05:00,80.88048681409354,83.06310727759251,80.24467321555302,81.72506713867188,5989700,0.0,0.0
2016-01-22 00:00:00-05:00,83.25291436923793,84.29677707604424,82.93975338518199,83.5091323852539,4912500,0.0,0.0
2016-01-25 00:00:00-05:00,83.53755053740359,83.68938870842462,82.22797889253843,82.34185028076172,5110500,0.0,0.0
2016-01-26 00:00:00-05:00,82.56016540527344,83.03464911449915,81.99078640221195,82.56016540527344,4872500,0.0,0.0
2016-01-27 00:00:00-05:00,82.45574088713722,82.60757908021534,80.03587217527024,80.48188781738281,6750900,0.0,0.0
2016-01-28 00:00:00-05:00,80.98483291528109,81.27901758166776,79.09639078480508,79.17230987548828,9169600,0.0,0.0
2016-01-29 00:00:00-05:00,77.2933622428849,84.69530802513253,76.86632997238918,84.48653411865234,16410500,0.0,0.0
2016-02-01 00:00:00-05:00,84.00256951550539,84.64786747158668,82.77840825474698,84.1069564819336,5956400,0.0,0.0
2016-02-02 00:00:00-05:00,83.2054388892239,83.26237460064839,81.01332711884469,81.54474639892578,7096900,0.0,0.0
2016-02-03 00:00:00-05:00,82.14259350897962,82.33239128143944,80.14976395844228,82.05718994140625,5253600,0.0,0.0
2016-02-04 00:00:00-05:00,81.8389208610237,82.436774768998,81.36443730995555,81.92433166503906,4490600,0.0,0.0
