Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,20.668832164436594,20.825550969018217,20.562342291637574,20.809476852416992,7716400,0.0,0.0
2016-01-05 00:00:00-05:00,20.833583197930853,21.084735463185446,20.5342085940509,21.01240348815918,8915200,0.0,0.0
2016-01-06 00:00:00-05:00,20.87376565882926,21.030484417409195,20.795406279539293,20.944087982177734,6983200,0.0,0.0
2016-01-07 00:00:00-05:00,20.733123432799502,21.10884626123335,20.700975205280105,21.036514282226562,12870800,0.0,0.0
2016-01-08 00:00:00-05:00,21.07067529153706,21.27762455501414,21.046564117310886,21.130950927734375,14382000,0.0,0.0
2016-01-11 00:00:00-05:00,21.16108349695562,21.418263150612923,21.118890103737932,21.21332359313965,16397200,0.0,0.0
2016-01-12 00:00:00-05:00,21.25150086902685,21.313787677488875,20.964182596429136,21.173141479492188,8618800,0.0,0.0
2016-01-13 00:00:00-05:00,21.23341961755001,21.275613019017012,20.843630766504436,21.020442962646484,10292800,0.0,0.0
2016-01-14 00:00:00-05:00,21.058611889097257,21.452418405501582,20.97221545984605,21.235424041748047,9981600,0.0,0.0
2016-01-15 00:00:00-05:00,21.1851985840675,21.275612795846683,20.911944768270576,21.149032592773438,15260000,0.0,0.0
2016-01-19 00:00:00-05:00,21.189211069255652,21.747773381204954,21.122906512910475,21.661376953125,15298400,0.0,0.0
2016-01-20 00:00:00-05:00,21.470504194082498,21.60713108272992,20.76526822967362,21.159074783325195,13866000,0.0,0.0
2016-01-21 00:00:00-05:00,21.183187267002086,21.25350959650044,20.8677400750422,21.104827880859375,8786400,0.0,0.0
2016-01-22 00:00:00-05:00,21.25752786266415,21.434338501549,21.098799450670274,21.418264389038086,9400400,0.0,0.0
2016-01-25 00:00:00-05:00,21.44237248373253,21.50465774464317,21.19122026017478,21.382095336914062,8533200,0.0,0.0
2016-01-26 00:00:00-05:00,21.418263877963092,21.64530649625488,21.269582173064265,21.410226821899414,12272000,0.0,0.0
2016-01-27 00:00:00-05:00,21.474522573837334,21.659371804677654,21.339905328579256,21.444385528564453,10999600,0.0,0.0
2016-01-28 00:00:00-05:00,21.249490806809018,21.854264344154142,21.2032781165672,21.75983238220215,14686000,0.0,0.0
2016-01-29 00:00:00-05:00,21.97884010335857,22.47511729677514,21.860296952755974,22.444978713989258,24626400,0.0,0.0
2016-02-01 00:00:00-05:00,22.430915365516928,22.792575311167155,22.260132098425682,22.700151443481445,15117200,0.0,0.0
2016-02-02 00:00:00-05:00,22.513290150988595,22.919151545819354,22.50324344699932,22.887004852294922,11020400,0.0,0.0
2016-02-03 00:00:00-05:00,22.93120832205839,23.208481433552166,22.840794110082904,23.0557804107666,13532000,0.0,0.0
2016-02-04 00:00:00-05:00,22.88901620029424,23.097975102913985,22.613754253878785,22.80864715576172,11712800,0.0,0.0
2016-02-05 00:00:00-05:00,22.76444354514623,22.93321714353091,22.547447604727164,22.82672882080078,11007200,0.0,0.0
2016-02-08 00:00:00-05:00,22.83275689815426,23.02765132073593,22.663983294833177,22.939245223999023,10296800,0.0,0.0
2016-02-09 00:00:00-05:00,22.907096075764322,23.296883346289377,22.834764101252095,23.17633056640625,13775600,0.0,0.0
2016-02-10 00:00:00-05:00,22.627814700424487,22.9291974141775,22.3846994952798,22.852846145629883,13794400,0.0,0.0
2016-02-11 00:00:00-05:00,22.71019157195974,22.897048913555956,22.479131187612115,22.483150482177734,13052800,0.0,0.0
2016-02-12 00:00:00-05:00,22.527353063085293,22.569546457688865,22.221951064652238,22.43693733215332,11447200,0.0,0.0
2016-02-16 00:00:00-05:00,22.593658312422278,22.69612887104666,22.34451568189791,22.573566436767578,9395200,0.0,0.0
2016-02-17 00:00:00-05:00,22.55548696692521,22.55749508169796,22.356573234755952,22.388721466064453,10793200,0.0,0.0
2016-02-18 00:00:00-05:00,22.471097116240465,23.06180779708874,22.440960067553867,22.971393585205078,13084800,0.0,0.0
2016-02-19 00:00:00-05:00,23.005549952355345,23.196425081153343,22.824719995492437,23.0557804107666,13488000,0.0,0.0
2016-02-22 00:00:00-05:00,23.126101722229965,23.413419992940025,23.055779390149574,23.246654510498047,10462000,0.0,0.0
2016-02-23 00:00:00-05:00,23.17231670954648,23.415431957604262,23.075873549640832,23.331045150756836,9229200,0.0,0.0
2016-02-24 00:00:00-05:00,23.211599435265367,23.505134646062476,23.171110808080215,23.482866287231445,13355200,0.2175,0.0
2016-02-25 00:00:00-05:00,23.557775146059264,23.68126278787805,23.304726952903327,23.450481414794922,8776400,0.0,0.0
2016-02-26 00:00:00-05:00,23.341163679087348,23.444406219802197,22.711579712331584,22.778383255004883,9756800,0.0,0.0
