Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-04 00:00:00-05:00,63.275336293447545,65.06156445775297,62.66620275935207,65.00394439697266,6902600,0.0,0.0
2016-01-05 00:00:00-05:00,65.03686965343056,65.30850348838167,63.62928853006117,64.37834930419922,6117300,0.0,0.0
2016-01-06 00:00:00-05:00,63.17655645048316,63.53874327885909,61.11045493060827,61.59611511230469,8125200,0.0,0.0
2016-01-07 00:00:00-05:00,60.410786627570815,61.069307053556315,59.61233265210117,60.15561294555664,9077600,0.0,0.0
2016-01-08 00:00:00-05:00,60.55072931936666,61.22571003186213,60.25439571094259,60.79767608642578,7567700,0.0,0.0
2016-01-11 00:00:00-05:00,61.20923708564789,61.777210763418836,60.60833676045818,61.57965087890625,7763500,0.0,0.0
2016-01-12 00:00:00-05:00,62.15585331923725,62.937840728827496,61.22569286685904,62.78144073486328,6985600,0.0,0.0
2016-01-13 00:00:00-05:00,62.72380792482165,63.25062157831272,60.26259979865737,60.78941345214844,8618400,0.0,0.0
2016-01-14 00:00:00-05:00,60.797660253862134,63.053082103864405,60.66595367103094,62.08176803588867,7457600,0.0,0.0
2016-01-15 00:00:00-05:00,59.958036623394335,61.13513732328267,59.78517647195662,61.00343704223633,7460000,0.0,0.0
2016-01-19 00:00:00-05:00,61.727813136081785,61.867752947402174,60.31199880123846,60.99521255493164,7470100,0.0,0.0
2016-01-20 00:00:00-05:00,59.82633839682953,61.03636577856132,58.91264450777143,60.59186553955078,10549900,0.0,0.0
2016-01-21 00:00:00-05:00,57.208718931171255,59.044339582428556,55.20023815618159,58.44343948364258,19539900,0.0,0.0
2016-01-22 00:00:00-05:00,58.723327255056454,59.55470781321141,56.327971800723915,57.61207962036133,15358600,0.0,0.0
2016-01-25 00:00:00-05:00,57.34043843893463,57.43097885555411,56.51729121779654,56.624298095703125,7171400,0.0,0.0
2016-01-26 00:00:00-05:00,57.07702574707646,58.00718613353393,56.88770540159368,57.65323257446289,6741200,0.0,0.0
2016-01-27 00:00:00-05:00,57.62030658545143,58.41876041009681,56.56667912699301,56.8465461730957,6202400,0.0,0.0
2016-01-28 00:00:00-05:00,57.49683424179929,57.87548122374737,56.56668010876044,57.75201416015625,6741300,0.0,0.0
2016-01-29 00:00:00-05:00,58.03188443183899,59.29129879128595,57.76024431663245,59.266605377197266,6920500,0.0,0.0
2016-02-01 00:00:00-05:00,58.36114528739162,60.55071385704098,57.90841175676638,60.16383361816406,8402900,0.0,0.0
2016-02-02 00:00:00-05:00,60.30377391370603,60.386087388989594,58.583392763736306,59.02789306640625,8607400,0.0,0.0
2016-02-03 00:00:00-05:00,59.258368066162454,59.587628218279896,58.06480707986618,59.480621337890625,6501200,0.0,0.0
2016-02-04 00:00:00-05:00,59.283051460714006,62.904899961744334,59.283051460714006,62.164066314697266,7297000,0.0,0.0
2016-02-05 00:00:00-05:00,61.90891660345716,62.567437050428026,61.07753595218263,61.76074981689453,5768200,0.0,0.0
2016-02-08 00:00:00-05:00,61.308006970606286,63.020148394702105,60.46839329945221,62.58388137817383,7602400,0.0,0.0
2016-02-09 00:00:00-05:00,61.81836374064838,64.08201891695792,61.736050262987554,63.48112487792969,7406300,0.0,0.0
2016-02-10 00:00:00-05:00,64.22196417868423,64.71585769502543,62.83907614918615,63.332969665527344,6259900,0.0,0.0
2016-02-11 00:00:00-05:00,62.33693814993515,62.81435873719966,60.57539742270508,62.180538177490234,6715200,0.0,0.0
2016-02-12 00:00:00-05:00,63.65399118017001,64.48536554856342,62.76499046375059,63.54697799682617,5716400,0.0,0.0
2016-02-16 00:00:00-05:00,64.2054770726465,66.07401832163862,63.30001647251665,65.33319091796875,6640000,0.0,0.0
2016-02-17 00:00:00-05:00,64.79813940199843,66.26334020544978,64.59235263117405,65.81884002685547,6308000,0.0,0.0
