address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
12500 TI Boulevard,Dallas,TX,75243,United States,214 479 3773,https://www.ti.com,Semiconductors,semiconductors,Semiconductors,Technology,technology,Technology,"Texas Instruments Incorporated designs, manufactures, and sells semiconductors to electronics designers and manufacturers in the United States and internationally. The company operates through Analog and Embedded Processing segments. The Analog segment offers power products to manage power requirements across various voltage levels, including battery-management solutions, DC/DC switching regulators, AC/DC and isolated controllers and converters, power switches, linear regulators, voltage references, and lighting products. This segment provides signal chain products that sense, condition, and measure signals to allow information to be transferred or converted for further processing and control, including amplifiers, data converters, interface products, motor drives, clocks, and logic and sensing products. The Embedded Processing segment offers microcontrollers that are used in electronic equipment; digital signal processors for mathematical computations; and applications processors for specific computing activity. This segment offers products for use in various markets, such as industrial, automotive, personal electronics, communications equipment, enterprise systems, and calculators and other. It provides DLP products primarily for use in project high-definition images; calculators; and application-specific integrated circuits. The company markets and sells its semiconductor products through direct sales and distributors, as well as through its website. Texas Instruments Incorporated was founded in 1930 and is headquartered in Dallas, Texas.",34000,"[{'maxAge': 1, 'name': 'Mr. Haviv  Ilan', 'age': 54, 'title': 'CEO, President & Director', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 4199028, 'exercisedValue': 0, 'unexercisedValue': 18615624}, {'maxAge': 1, 'name': 'Mr. Rafael R. Lizardi', 'age': 50, 'title': 'CFO and Senior VP of Finance & Operations', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 2194074, 'exercisedValue': 0, 'unexercisedValue': 4982689}, {'maxAge': 1, 'name': 'Mr. Hagop H. Kozanian', 'age': 40, 'title': 'Senior Vice President of Analog Signal Chain', 'yearBorn': 1983, 'fiscalYear': 2023, 'totalPay': 2324216, 'exercisedValue': 0, 'unexercisedValue': 1362949}, {'maxAge': 1, 'name': 'Mr. Amichai  Ron', 'age': 45, 'title': 'Senior Vice President of Embedded Processing & DLP® Products', 'yearBorn': 1978, 'fiscalYear': 2023, 'totalPay': 2176075, 'exercisedValue': 0, 'unexercisedValue': 3021375}, {'maxAge': 1, 'name': 'Ms. Julie C. Knecht', 'age': 50, 'title': 'VP & Chief Accounting Officer', 'yearBorn': 1973, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Ahmad R. S.  Bahai Ph.D.', 'age': 60, 'title': 'Senior VP & CTO', 'yearBorn': 1963, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Krunali  Patel', 'title': 'Senior VP of Information Technology (IT) Solutions & Chief Information Officer', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dave  Pahl', 'title': 'Head of Investor Relations & VP', 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Cynthia Hoff Trochu', 'age': 59, 'title': 'Senior VP of Legal, Secretary, General Counsel & Chief Compliance Officer', 'yearBorn': 1964, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Christine A. Witzsche', 'age': 38, 'title': 'Senior Vice President of Communications & Investor Relations', 'yearBorn': 1985, 'fiscalYear': 2023, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,9,8,6,8,1727740800,1703980800,http://investor.ti.com/,86400,2,198.3,199.48,196.735,199.96,198.3,199.48,196.735,199.96,5.44,0.0274,1730332800,0.8908,2.64,0.973,34.337368,31.553259,4025075,4025075,5498752,4093770,4093770,181212250112,139.48,214.66,11.261015,202.7512,185.6849,5.14,0.025920322,USD,185415237632,0.33009997,910936827,913046016,19267754,21362313,1724976000,1727654400,0.0211,0.00202,0.91644996,3.54,0.0211,913046016,18.854,10.526679,1703980800,1735603200,1719705600,-0.346,5283999744,5.78,6.29,-13.72,2:1,959040000,11.522,25.918,0.3552488,0.38520622,1.3,1722384000,NMS,EQUITY,TXN,TXN,Texas Instruments Incorporated,Texas Instruments Incorporated,76253400,America/New_York,EDT,a06516ec-4e7b-3444-b29a-1e4ac0c3f046,finmb_140283,-14400000,198.47,268.0,115.0,206.14,200.0,2.8,hold,26,9688000512,10.611,7153999872,13891000320,3.404,4.616,16092000256,80.696,17.684,0.110249996,0.32044,-788374976,6448999936,-0.348,-0.156,0.59359,0.44457,0.32548,USD,2.708
