address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,industrySymbol,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
Salesforce Tower,3rd Floor 415 Mission Street,San Francisco,CA,94105,United States,415 901 7000,415 901 7040,https://www.salesforce.com,Software - Application,software-application,Software - Application,h885,Technology,technology,Technology,"Salesforce, Inc. provides Customer Relationship Management (CRM) technology that brings companies and customers together worldwide. The company's service includes sales to store data, monitor leads and progress, forecast opportunities, gain insights through analytics and artificial intelligence, and deliver quotes, contracts, and invoices; and service that enables companies to deliver trusted and highly personalized customer support at scale. In addition, its platform offering comprise a flexible platform that enables companies of various sizes, locations, and industries to build business workflow and apps with customer; online learning platform that allows anyone to learn in-demand Salesforce skills; and Slack, an intelligent productivity platform. The company's marketing services enables companies to plan, personalize, automate, and optimize customer marketing journey, connecting interaction, and connected products; and commerce services, which empowers shopping experience across various customer touchpoint, such as mobile, web, social, and stores and provides click-to-code tools that offers customers to build and deploy solutions. Further, its analytics offering includes Tableau, an end-to-end analytics solution for range of enterprise use cases and intelligent analytics with AI models, spot trends, predict outcomes, creates summaries, timely recommendations, and take action from any device; and integration service including MuleSoft, which provides building blocks to deliver end-to-end and connected experiences. Additionally, the company provides data cloud, a hyperscale data engine native to Salesforce; vertical services to meet the needs of customers in industries, such as financial services, healthcare and life sciences, manufacturing and automotive and government; and offers salesforce starter for small and medium-sized businesses. Salesforce, Inc. was incorporated in 1999 and is headquartered in San Francisco, California.",72682,"[{'maxAge': 1, 'name': 'Mr. Marc R. Benioff', 'age': 58, 'title': 'Co-Founder, Chairman & CEO', 'yearBorn': 1965, 'fiscalYear': 2024, 'totalPay': 6203850, 'exercisedValue': 17895084, 'unexercisedValue': 115116592}, {'maxAge': 1, 'name': 'Mr. Brian  Millham', 'age': 53, 'title': 'President & COO', 'yearBorn': 1970, 'fiscalYear': 2024, 'totalPay': 4421392, 'exercisedValue': 21643440, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Amy E. Weaver', 'age': 55, 'title': 'President & CFO', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 2006072, 'exercisedValue': 14557440, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Srinivas  Tallapragada', 'age': 53, 'title': 'President & Chief Engineering Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'totalPay': 2005000, 'exercisedValue': 29974492, 'unexercisedValue': 12160216}, {'maxAge': 1, 'name': 'Mr. Sabastian V. Niles', 'age': 43, 'title': 'President & Chief Legal Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'totalPay': 3918008, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Parker  Harris', 'age': 56, 'title': 'Co-Founder & Director', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Miguel  Milano', 'age': 54, 'title': 'President & Chief Revenue Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Schmaier', 'title': 'President & Chief Product Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ariel  Kelman', 'title': 'President & Chief Marketing Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sundeep G. Reddy', 'age': 49, 'title': 'Executive VP & Chief Accounting Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",1,7,10,2,9,1727740800,1735603200,http://www.salesforce.com/company/investor/,86400,2,291.11,292.04,290.2555,294.71,291.11,292.04,290.2555,294.71,1.6,0.0055,1726617600,0.13939999,1.3,51.034847,26.296228,3084718,3084718,5489257,4236910,4236910,291.0,293.3,900,900,280050630656,193.68,318.71,7.679984,265.77,271.5938,0.8,0.0027481022,USD,279602626560,0.15445,929155520,956000000,15935745,11967742,1724976000,1727654400,0.0167,0.02639,0.83324,2.59,0.0172,956822016,60.16,4.8693485,1706659200,1738281600,1722384000,0.128,5632000000,5.74,11.14,1.78,4:1,1366243200,7.668,29.92,0.44113863,0.38520622,0.4,1726617600,NYQ,EQUITY,CRM,CRM,"Salesforce, Inc.","Salesforce, Inc.",1087997400,America/New_York,EDT,01d3fcca-fdd3-37b7-b601-1bfd3a695ce7,finmb_122917,-14400000,292.94,415.0,236.0,313.26,315.0,2.0,buy,41,12636000256,13.218,9345000448,12188000256,0.858,1.041,36465000448,21.148,37.632,0.04705,0.09734,12935749632,12074000384,0.148,0.084,0.7635,0.25627002,0.20181999,USD,1.5937
